year,month,day,intake,avg_price,gap,rate
2015,12,14,14,1717,34,Special
2015,12,15,120,1539,-43,HIGH
2015,12,15,17,1623,-94,Special
2015,12,16,150,1492,-47,HIGH
2015,12,16,21,1600,-23,Special
2015,12,17,110,1496,4,HIGH
2015,12,17,16,1605,5,Special
2015,12,18,119,1444,-52,HIGH
2015,12,18,17,1581,-24,Special
2015,12,19,91,1455,11,HIGH
2015,12,19,13,1584,3,Special
2015,12,21,134,1474,19,HIGH
2015,12,21,19,1611,27,Special
2015,12,22,106,1490,16,HIGH
2015,12,22,15,1646,35,Special
2015,12,23,113,1487,-3,HIGH
2015,12,23,16,1618,-28,Special
2015,12,24,113,1488,1,HIGH
2015,12,24,16,1584,-34,Special
2015,12,25,102,1508,20,HIGH
2015,12,25,15,1616,32,Special
2015,12,26,81,1565,57,HIGH
2015,12,26,12,1720,104,Special
2015,12,28,139,1546,-19,HIGH
2015,12,28,20,1711,-9,Special
2015,12,29,106,1570,24,HIGH
2015,12,29,15,1727,16,Special
2015,12,30,115,1647,77,HIGH
2015,12,30,16,1833,106,Special
2015,12,31,112,1761,114,HIGH
2015,12,31,16,1964,131,Special
2016,1,4,125,1829,68,HIGH
2016,1,4,18,1998,34,Special
2016,1,5,134,1718,-111,HIGH
2016,1,5,19,1856,-142,Special
2016,1,6,158,1604,-114,HIGH
2016,1,6,23,1767,-89,Special
2016,1,7,152,1504,-100,HIGH
2016,1,7,22,1689,-78,Special
2016,1,8,130,1448,-56,HIGH
2016,1,8,18,1594,-95,Special
2016,1,9,129,1445,-3,HIGH
2016,1,9,18,1675,81,Special
2016,1,11,141,1429,-16,HIGH
2016,1,11,20,1601,-74,Special
2016,1,12,134,1403,-26,HIGH
2016,1,12,19,1589,-12,Special
2016,1,13,127,1387,-16,HIGH
2016,1,13,18,1640,51,Special
2016,1,14,112,1389,2,HIGH
2016,1,14,16,1705,65,Special
2016,1,15,125,1394,5,HIGH
2016,1,15,18,1670,-35,Special
2016,1,16,100,1376,-18,HIGH
2016,1,16,14,1661,-9,Special
2016,1,18,91,1507,131,HIGH
2016,1,18,13,1768,107,Special
2016,1,19,110,1521,14,HIGH
2016,1,19,16,1853,85,Special
2016,1,20,110,1448,-73,HIGH
2016,1,20,16,1761,-92,Special
2016,1,21,97,1474,26,HIGH
2016,1,21,14,1774,13,Special
2016,1,22,127,1503,29,HIGH
2016,1,22,18,1771,-3,Special
2016,1,23,123,1508,5,HIGH
2016,1,23,18,1718,-53,Special
2016,1,25,92,1577,69,HIGH
2016,1,25,13,1780,62,Special
2016,1,26,96,1691,114,HIGH
2016,1,26,14,1941,161,Special
2016,1,27,146,1807,116,HIGH
2016,1,27,21,1924,-17,Special
2016,1,28,192,1722,-85,HIGH
2016,1,28,28,1835,-89,Special
2016,1,29,194,1591,-131,HIGH
2016,1,29,28,1764,-71,Special
2016,1,30,190,1560,-31,HIGH
2016,1,30,27,1720,-44,Special
2016,2,1,241,1543,-17,HIGH
2016,2,1,34,1669,-51,Special
2016,2,2,197,1487,-56,HIGH
